39
90006
神剑御雷真诀
41
造成八段 [00CC00]274.5%到456.7% [-]的大范围伤害。
造成八段 [00CC00]277.3%到461.9% [-]的大范围伤害。
造成八段 [00CC00]280.1%到467.2% [-]的大范围伤害。
造成八段 [00CC00]286.7%到480.1% [-]的大范围伤害。
造成八段 [00CC00]289.5%到485.5% [-]的大范围伤害。
造成八段 [00CC00]292.4%到490.8% [-]的大范围伤害。
造成八段 [00CC00]295.2%到496.2% [-]的大范围伤害。
造成八段 [00CC00]305.9%到517.3% [-]的大范围伤害。
造成八段 [00CC00]308.9%到522.9% [-]的大范围伤害。
造成八段 [00CC00]311.8%到528.5% [-]的大范围伤害。
造成八段 [00CC00]314.8%到534.1% [-]的大范围伤害。
造成八段 [00CC00]327.6%到559.5% [-]的大范围伤害。
造成八段 [00CC00]331.5%到566.8% [-]的大范围伤害。
造成八段 [00CC00]335.4%到574.1% [-]的大范围伤害。
造成八段 [00CC00]339.3%到581.4% [-]的大范围伤害。
造成八段 [00CC00]343.2%到588.7% [-]的大范围伤害。
造成八段 [00CC00]347.1%到596% [-]的大范围伤害。
造成八段 [00CC00]351%到603.2% [-]的大范围伤害。
造成八段 [00CC00]354.8%到610.5% [-]的大范围伤害。
造成八段 [00CC00]358.7%到617.8% [-]的大范围伤害。
造成八段 [00CC00]362.6%到625.1% [-]的大范围伤害。
造成八段 [00CC00]366.5%到632.4% [-]的大范围伤害。
造成八段 [00CC00]370.4%到639.7% [-]的大范围伤害。
造成八段 [00CC00]374.3%到647% [-]的大范围伤害。
造成八段 [00CC00]378.2%到654.2% [-]的大范围伤害。
造成八段 [00CC00]382%到661.5% [-]的大范围伤害。
造成八段 [00CC00]385.9%到668.8% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
造成八段 [00CC00]390.6%到677.6% [-]的大范围伤害。
90007
雷光遁龙诀
41
造成三段 [00CC00]100% [-]的伤害，巨龙消失时造成 [00CC00]114.9% [-]的大范围伤害。
造成三段 [00CC00]100.4% [-]的伤害，巨龙消失时造成 [00CC00]115.5% [-]的大范围伤害。
造成三段 [00CC00]100.9% [-]的伤害，巨龙消失时造成 [00CC00]116.2% [-]的大范围伤害。
造成三段 [00CC00]101.4% [-]的伤害，巨龙消失时造成 [00CC00]117% [-]的大范围伤害。
造成三段 [00CC00]101.9% [-]的伤害，巨龙消失时造成 [00CC00]117.7% [-]的大范围伤害。
造成三段 [00CC00]102.4% [-]的伤害，巨龙消失时造成 [00CC00]118.4% [-]的大范围伤害。
造成三段 [00CC00]102.9% [-]的伤害，巨龙消失时造成 [00CC00]119.2% [-]的大范围伤害。
造成三段 [00CC00]103.4% [-]的伤害，巨龙消失时造成 [00CC00]119.9% [-]的大范围伤害。
造成三段 [00CC00]103.9% [-]的伤害，巨龙消失时造成 [00CC00]120.7% [-]的大范围伤害。
造成三段 [00CC00]104.4% [-]的伤害，巨龙消失时造成 [00CC00]121.4% [-]的大范围伤害。
造成三段 [00CC00]105% [-]的伤害，巨龙消失时造成 [00CC00]122.1% [-]的大范围伤害。
造成三段 [00CC00]105.5% [-]的伤害，巨龙消失时造成 [00CC00]122.9% [-]的大范围伤害。
造成三段 [00CC00]106.1% [-]的伤害，巨龙消失时造成 [00CC00]124.1% [-]的大范围伤害。
造成三段 [00CC00]106.6% [-]的伤害，巨龙消失时造成 [00CC00]124.8% [-]的大范围伤害。
造成三段 [00CC00]107.1% [-]的伤害，巨龙消失时造成 [00CC00]125.6% [-]的大范围伤害。
造成三段 [00CC00]107.7% [-]的伤害，巨龙消失时造成 [00CC00]126.3% [-]的大范围伤害。
造成三段 [00CC00]108.5% [-]的伤害，巨龙消失时造成 [00CC00]128.2% [-]的大范围伤害。
造成三段 [00CC00]109% [-]的伤害，巨龙消失时造成 [00CC00]128.9% [-]的大范围伤害。
造成三段 [00CC00]109.6% [-]的伤害，巨龙消失时造成 [00CC00]129.7% [-]的大范围伤害。
造成三段 [00CC00]110.6% [-]的伤害，巨龙消失时造成 [00CC00]131.9% [-]的大范围伤害。
造成三段 [00CC00]111.1% [-]的伤害，巨龙消失时造成 [00CC00]132.7% [-]的大范围伤害。
造成三段 [00CC00]111.9% [-]的伤害，巨龙消失时造成 [00CC00]133.7% [-]的大范围伤害。
